duration, success rate, q[0], q[1], q[2], q[3], q[4], q[5], q[6],q_c[0], q_c[1], q_c[2], q_c[3], q_c[4], q_c[5], q_c[6],dq_m[0], dq_m[1], dq_m[2], dq_m[3], dq_m[4], dq_m[5], dq_m[6],dq_c[0], dq_c[1], dq_c[2], dq_c[3], dq_c[4], dq_c[5], dq_c[6],tau_m[0], tau_m[1], tau_m[2], tau_m[3], tau_m[4], tau_m[5], tau_m[6],sent commands,q_c[0], q_c[1], q_c[2], q_c[3], q_c[4], q_c[5], q_c[6],toolTobase_pos_c[0], toolTobase_pos_c[1], toolTobase_pos_c[2], toolTobase_pos_c[3], toolTobase_pos_c[4], toolTobase_pos_c[5], toolTobase_pos_c[6], toolTobase_pos_c[7], toolTobase_pos_c[8], toolTobase_pos_c[9], toolTobase_pos_c[10], toolTobase_pos_c[11], toolTobase_pos_c[12], toolTobase_pos_c[13], toolTobase_pos_c[14], toolTobase_pos_c[15],tau_c[0], tau_c[1], tau_c[2], tau_c[3], tau_c[4], tau_c[5], tau_c[6]
721017570865,1,0.0650012,0.588486,-0.000226981,0.997449,-0.0580426,1.63694,0.0616142,0.0645064,0.584209,-0.000221495,0.993874,-0.05741,1.63692,0.0611677,-0.0198968,0.0375246,0,0.0178024,0.0602139,-0.0850848,-0.0575959,0.000690235,0.020581,0.000101813,0.0239084,-0.00081698,-0.0355945,0.00175444,2.87956,-44.3078,0.929378,-16.3075,0.552933,0.86747,0.552136,,0.0650012,0.588486,-0.000226981,0.997449,-0.0580426,1.63694,0.0616142,-0.996961,-0.00417449,-0.0777874,0.548667,0.000801142,0.997961,-0.0638237,0.109296,0.0778952,-0.0636921,-0.994925,0.209711,0,0,0,1,0,0,0,0,0,0,0
721018570980,1,0.065012,0.588574,-0.000227221,0.997539,-0.0580935,1.63699,0.0616373,0.0645065,0.58426,-0.000221059,0.99394,-0.0574096,1.63697,0.0611644,0.010472,0.0907571,-0.0010472,0.0973894,-0.0628319,0.0719948,0.0445059,0.000203467,0.0467988,0.000390579,0.0603487,0.000202685,0.0392406,-0.00262487,3.07511,-43.1834,0.978267,-16.4053,0.152933,1.26747,0.52547,,0.065012,0.588574,-0.000227221,0.997539,-0.0580935,1.63699,0.0616373,-0.996917,-0.0042201,-0.0783528,0.548626,0.000827661,0.997932,-0.0642795,0.109289,0.078462,-0.0641462,-0.994851,0.209651,0,0,0,1,0,0,0,0,0,0,0
721019571095,1,0.0649986,0.588617,-0.00022818,0.997561,-0.0580516,1.63692,0.0616037,0.0645065,0.584276,-0.000221412,0.993957,-0.0574106,1.63692,0.0611678,-0.0167552,0.0418879,-0.0010472,0.015708,0.0523599,-0.0890118,-0.0405789,4.28607e-05,0.0203418,-0.000251433,0.0228999,-0.000820862,-0.0360482,0.00259083,3.124,-43.5745,0.782711,-16.4053,0.152933,0.760803,0.68547,,0.0649986,0.588617,-0.00022818,0.997561,-0.0580516,1.63692,0.0616037,-0.996944,-0.00420184,-0.0780081,0.548606,0.000789997,0.997959,-0.0638504,0.109289,0.0781172,-0.0637169,-0.994906,0.209602,0,0,0,1,0,0,0,0,0,0,0
721020571726,1,0.065007,0.588705,-0.00022818,0.997651,-0.0580983,1.63697,0.061625,0.0645063,0.584326,-0.000221668,0.994022,-0.0574097,1.63697,0.0611644,0.0125664,0.0968658,0.0010472,0.102625,-0.0589049,0.0562869,0.0340339,-0.00017045,0.0461781,-0.000254792,0.0592012,0.000662688,0.0350722,-0.00258377,3.07511,-42.3523,1.51604,-16.6498,-0.407067,1.13414,0.418803,,0.065007,0.588705,-0.00022818,0.997651,-0.0580983,1.63697,0.061625,-0.996899,-0.00424541,-0.0785734,0.548565,0.000818443,0.99793,-0.0643033,0.109281,0.0786837,-0.0641682,-0.994832,0.20954,0,0,0,1,0,0,0,0,0,0,0
721021570674,1,0.0649905,0.588748,-0.000228419,0.997673,-0.0580534,1.6369,0.061595,0.0645069,0.584341,-0.000221496,0.994037,-0.0574111,1.63692,0.0611663,-0.0230383,0.0375246,-0.0010472,0.015708,0.0628319,-0.0863938,-0.0471239,0.000487539,0.0189867,0.000113157,0.0209984,-0.00114043,-0.0360694,0.00124847,3.22178,-42.9878,1.32049,-16.6009,-0.433733,0.654136,0.552136,,0.0649905,0.588748,-0.000228419,0.997673,-0.0580534,1.6369,0.061595,-0.996926,-0.00422337,-0.0782294,0.548545,0.000784265,0.997958,-0.0638711,0.109281,0.0783394,-0.0637362,-0.994887,0.209491,0,0,0,1,0,0,0,0,0,0,0
721022571352,1,0.0649974,0.588839,-0.000229857,0.997765,-0.0580986,1.63696,0.0616238,0.0645064,0.584391,-0.000221472,0.994101,-0.0574103,1.63698,0.0611632,0.00942478,0.101229,-0.00733038,0.10472,-0.0615229,0.0746128,0.0445059,-0.000398059,0.046115,3.58769e-05,0.0588791,0.000566261,0.0404965,-0.0025072,2.92844,-41.9123,1.66271,-16.6009,-1.0204,0.974136,0.498803,,0.0649974,0.588839,-0.000229857,0.997765,-0.0580986,1.63696,0.0616238,-0.996881,-0.00426102,-0.0787982,0.548504,0.000818813,0.997929,-0.064322,0.109272,0.0789091,-0.0641859,-0.994813,0.209429,0,0,0,1,0,0,0,0,0,0,0
721023571246,1,0.0649813,0.588884,-0.000229857,0.997789,-0.0580489,1.63688,0.0615878,0.0645065,0.584404,-0.000221676,0.994116,-0.0574112,1.63692,0.0611674,-0.0188496,0.0401426,0.00314159,0.0251327,0.0602139,-0.0890118,-0.0536689,5.98842e-05,0.017211,-0.000170666,0.020589,-0.000714925,-0.0383701,0.00330162,3.22178,-42.3523,1.51604,-16.8453,-0.887067,0.46747,0.632136,,0.0649813,0.588884,-0.000229857,0.997789,-0.0580489,1.63688,0.0615878,-0.996908,-0.00423783,-0.0784579,0.548484,0.000785673,0.997957,-0.0638867,0.109272,0.0785684,-0.0637509,-0.994868,0.209378,0,0,0,1,0,0,0,0,0,0,0
721024570827,1,0.0649881,0.588974,-0.000231056,0.997881,-0.0580893,1.63694,0.0616115,0.0645067,0.584451,-0.00022129,0.994177,-0.0574095,1.63697,0.0611633,0.00837758,0.0898845,0.00314159,0.101578,-0.0549779,0.0719948,0.0379609,0.000202333,0.0432501,0.000309227,0.0550267,0.00135387,0.0368637,-0.00305974,2.87956,-41.0812,1.51604,-16.7475,-1.4204,0.760803,0.418803,,0.0649881,0.588974,-0.000231056,0.997881,-0.0580893,1.63694,0.0616115,-0.996863,-0.00427681,-0.079029,0.548441,0.000818851,0.997928,-0.0643338,0.109265,0.0791404,-0.0641967,-0.994794,0.209316,0,0,0,1,0,0,0,0,0,0,0
721025570892,1,0.0649722,0.589017,-0.000232494,0.997908,-0.0580372,1.63687,0.0615824,0.0645068,0.584464,-0.000221444,0.99419,-0.0574119,1.63692,0.0611654,-0.0167552,0.0401426,-0.00314159,0.0188496,0.0628319,-0.0877028,-0.0471239,5.44328e-05,0.0172011,-9.02518e-05,0.0188253,-0.00184455,-0.0377634,0.00132734,3.02622,-41.8634,1.32049,-16.6498,-0.993733,0.280803,0.552136,,0.0649722,0.589017,-0.000232494,0.997908,-0.0580372,1.63687,0.0615824,-0.99689,-0.00425128,-0.0786917,0.54842,0.000787923,0.997956,-0.0638957,0.109266,0.0788025,-0.063759,-0.994849,0.209266,0,0,0,1,0,0,0,0,0,0,0
721026570161,1,0.0649801,0.589105,-0.000233692,0.998003,-0.0580768,1.63693,0.0616088,0.0645061,0.584511,-0.000221672,0.994249,-0.0574106,1.63697,0.0611631,0.0146608,0.0994838,-0.00628319,0.11205,-0.0602139,0.0719948,0.0458149,-0.00052402,0.0430041,-0.000208998,0.0540798,0.000805838,0.0364299,-0.00180763,2.684,-40.8367,0.929378,-16.7475,-1.39373,0.62747,0.578803,,0.0649801,0.589105,-0.000233692,0.998003,-0.0580768,1.63693,0.0616088,-0.996844,-0.00428846,-0.0792659,0.548376,0.000823059,0.997928,-0.0643408,0.109259,0.0793776,-0.064203,-0.994775,0.209203,0,0,0,1,0,0,0,0,0,0,0
721027571466,1,0.0649653,0.589145,-0.000233453,0.998028,-0.0580231,1.63686,0.0615782,0.0645069,0.584522,-0.00022129,0.994259,-0.0574099,1.63692,0.0611661,-0.0188496,0.0383972,0.0010472,0.0219911,0.0680678,-0.0785398,-0.0510509,0.000568613,0.0150526,0.000301078,0.0161012,0.000702022,-0.037894,0.00237734,2.48844,-41.2767,0.636044,-16.8942,-0.967067,0.14747,0.658803,,0.0649653,0.589145,-0.000233453,0.998028,-0.0580231,1.63686,0.0615782,-0.996871,-0.00426301,-0.0789303,0.548353,0.000791877,0.997956,-0.0639006,0.109261,0.0790414,-0.0637631,-0.99483,0.209153,0,0,0,1,0,0,0,0,0,0,0
721028572102,1,0.0649742,0.589235,-0.000232973,0.998123,-0.0580621,1.63693,0.0616052,0.0645072,0.584569,-0.000220824,0.994318,-0.0574086,1.63697,0.0611626,0.00837758,0.0959931,0.0010472,0.105767,-0.0445059,0.0746128,0.0458149,0.000344407,0.0421214,0.000443387,0.0529928,0.00129249,0.0368482,-0.0026578,2.244,-40.2012,0.782711,-16.992,-1.28707,0.574136,0.418803,,0.0649742,0.589235,-0.000232973,0.998123,-0.0580621,1.63693,0.0616052,-0.996825,-0.00430112,-0.0795073,0.548307,0.000826231,0.997927,-0.064344,0.109256,0.0796193,-0.0642054,-0.994755,0.209091,0,0,0,1,0,0,0,0,0,0,0
721029571207,1,0.064961,0.589279,-0.000232973,0.998148,-0.0580132,1.63686,0.0615758,0.0645074,0.58458,-0.000220966,0.994329,-0.0574089,1.63692,0.0611653,-0.0146608,0.0418879,-0.0010472,0.0188496,0.0549779,-0.0759218,-0.0366519,0.000262241,0.0158912,-6.23041e-05,0.0167459,-0.000104271,-0.0364388,0.0019011,1.90178,-41.1301,0.342711,-16.8942,-0.727067,0.200803,0.552136,,0.064961,0.589279,-0.000232973,0.998148,-0.0580132,1.63686,0.0615758,-0.996852,-0.00427628,-0.0791756,0.548283,0.000794661,0.997956,-0.0639048,0.109258,0.079287,-0.0637665,-0.99481,0.209041,0,0,0,1,0,0,0,0,0,0,0
721030570365,1,0.064973,0.589369,-0.000232973,0.998236,-0.0580552,1.63693,0.0616007,0.0645067,0.584626,-0.0002214,0.994387,-0.0574087,1.63697,0.0611623,0.0198968,0.0907571,-0.0010472,0.0973894,-0.0667588,0.0706858,0.0353429,-0.000648018,0.0414764,-0.000382237,0.0522985,0.000169981,0.035456,-0.00232659,1.51067,-40.2012,0.489378,-16.8453,-0.967067,0.654136,0.498803,,0.064973,0.589369,-0.000232973,0.998236,-0.0580552,1.63693,0.0616007,-0.996805,-0.00431669,-0.0797533,0.548237,0.000827034,0.997927,-0.0643501,0.109253,0.0798658,-0.0642105,-0.994735,0.208979,0,0,0,1,0,0,0,0,0,0,0
721031571066,1,0.0649617,0.589412,-0.000232254,0.998258,-0.0580039,1.63687,0.0615705,0.0645078,0.584639,-0.000221045,0.994398,-0.0574092,1.63692,0.0611652,-0.0167552,0.0410152,0,0.0136136,0.0693768,-0.0733038,-0.0523599,0.000887414,0.0167389,0.000252979,0.0161863,-0.000397318,-0.0364026,0.00222401,1.21733,-40.7878,0.244933,-16.9431,-0.4604,0.22747,0.632136,,0.0649617,0.589412,-0.000232254,0.998258,-0.0580039,1.63687,0.0615705,-0.996832,-0.00429431,-0.0794222,0.548212,0.000792941,0.997955,-0.0639111,0.109257,0.0795343,-0.0637716,-0.99479,0.20893,0,0,0,1,0,0,0,0,0,0,0
721032570981,1,0.0649744,0.589502,-0.000232254,0.998348,-0.0580495,1.63694,0.061598,0.0645079,0.584687,-0.000220583,0.994459,-0.0574079,1.63697,0.0611615,0.0136136,0.0977384,-0.0020944,0.103673,-0.0589049,0.0877028,0.0471239,0.000255905,0.0439512,0.000433444,0.055012,0.00100259,0.0395059,-0.0029131,0.826222,-39.859,0.000488873,-16.992,-0.6204,0.734136,0.392136,,0.0649744,0.589502,-0.000232254,0.998348,-0.0580495,1.63694,0.061598,-0.996785,-0.00433567,-0.0800017,0.548165,0.000824714,0.997927,-0.0643579,0.109252,0.0801149,-0.064217,-0.994715,0.208868,0,0,0,1,0,0,0,0,0,0,0
721033570133,1,0.0649667,0.589544,-0.000231535,0.998367,-0.0580025,1.63688,0.0615693,0.064508,0.5847,-0.00022114,0.99447,-0.0574093,1.63692,0.0611651,-0.00942478,0.0392699,0.0020944,0.015708,0.0523599,-0.0719948,-0.0405789,5.35433e-05,0.0169565,-0.000420896,0.0174772,-0.00105508,-0.0375209,0.00272581,0.386222,-40.9345,-0.195067,-16.6987,-0.2204,0.30747,0.60547,,0.0649667,0.589544,-0.000231535,0.998367,-0.0580025,1.63688,0.0615693,-0.996812,-0.00431444,-0.07967,0.54814,0.000789526,0.997955,-0.0639215,0.109256,0.0797828,-0.0637806,-0.99477,0.20882,0,0,0,1,0,0,0,0,0,0,0
721034570463,1,0.0649825,0.589634,-0.000231296,0.998453,-0.058048,1.63694,0.0615956,0.0645082,0.584748,-0.000220803,0.994531,-0.0574074,1.63697,0.061161,0.0219911,0.0959931,0.0020944,0.0963422,-0.0575959,0.0746128,0.0379609,0.000188263,0.0439643,0.000233017,0.055137,0.00147521,0.0337709,-0.00321021,0.386222,-40.2012,-0.390622,-16.8453,-0.513733,0.734136,0.498803,,0.0649825,0.589634,-0.000231296,0.998453,-0.058048,1.63694,0.0615956,-0.996765,-0.00435835,-0.0802479,0.548094,0.000818885,0.997926,-0.06437,0.109252,0.080362,-0.0642275,-0.994694,0.208759,0,0,0,1,0,0,0,0,0,0,0
721035570963,1,0.0649746,0.589679,-0.000231056,0.998471,-0.0580039,1.63689,0.0615675,0.0645086,0.584763,-0.000220757,0.994545,-0.057409,1.63692,0.0611635,-0.0125664,0.0401426,0,0.00942478,0.0562869,-0.0746128,-0.0510509,0.000407458,0.0190372,7.19225e-05,0.0194494,-0.00113587,-0.0384058,0.00174284,0.0928889,-40.9834,-0.830622,-16.992,-0.3004,0.38747,0.658803,,0.0649746,0.589679,-0.000231056,0.998471,-0.0580039,1.63689,0.0615675,-0.996792,-0.0043381,-0.0799164,0.548069,0.000782808,0.997954,-0.0639358,0.109256,0.0800302,-0.0637933,-0.994749,0.20871,0,0,0,1,0,0,0,0,0,0,0
721036580286,1,0.0649909,0.589769,-0.000230097,0.998554,-0.058051,1.63696,0.0615956,0.0645083,0.584814,-0.000220544,0.994608,-0.0574071,1.63697,0.0611607,0.0198968,0.0933751,-0.00418879,0.0963422,-0.0654498,0.0968658,0.0458149,-0.000248428,0.0464679,0.000193742,0.0569249,0.00144412,0.0367577,-0.00213666,0.044,-40.0545,-0.586178,-16.992,-0.673733,0.734136,0.418803,,0.0649909,0.589769,-0.000230097,0.998554,-0.058051,1.63696,0.0615956,-0.996745,-0.00438247,-0.0804948,0.548022,0.000812019,0.997925,-0.0643861,0.109251,0.0806099,-0.0642419,-0.994673,0.20865,0,0,0,1,0,0,0,0,0,0,0

